packet_index,latency_ms,err_code,err_msg
0,2702.2,0,""
0,2954.3,0,""
0,3351.0,0,""
0,3452.1,0,""
0,3715.5,0,""
0,3750.4,0,""
0,4061.6,0,""
0,4243.6,0,""
0,4661.9,0,""
0,6414.6,0,""
0,9495.3,0,""
0,10325.6,0,""
0,11099.9,0,""
0,11703.3,0,""
0,12403.7,0,""
0,13217.7,0,""
0,13615.2,0,""
0,14049.2,0,""
0,14768.4,0,""
0,15352.6,0,""
0,15798.2,0,""
0,16360.3,0,""
0,16734.1,0,""
0,17122.7,0,""
0,17567.5,0,""
0,18202.8,0,""
0,18645.6,0,""
0,18973.9,0,""
0,19363.2,0,""
0,19725.9,0,""
0,20063.4,0,""
0,20335.4,0,""
0,20552.9,0,""
0,20763.5,0,""
0,21145.4,0,""
0,21404.0,0,""
0,21710.0,0,""
0,22016.9,0,""
0,22400.9,0,""
0,22586.2,0,""
0,22807.8,0,""
0,23327.4,0,""
0,23434.9,0,""
0,23653.6,0,""
0,23849.8,0,""
0,23951.7,0,""
0,24152.3,0,""
0,24346.1,0,""
0,24586.9,0,""
0,24585.7,0,""
0,24751.0,0,""
0,24976.9,0,""
0,25238.1,0,""
0,25436.4,0,""
0,25566.5,0,""
0,25841.0,0,""
0,25975.5,0,""
0,26108.1,0,""
0,26249.6,0,""
0,26405.6,0,""
0,26643.0,0,""
0,26761.6,0,""
0,26872.4,0,""
0,27056.3,0,""
0,27268.3,0,""
0,27374.6,0,""
0,27563.2,0,""
0,27679.8,0,""
0,27812.0,0,""
0,28013.7,0,""
0,28145.8,0,""
0,28249.9,0,""
0,28387.8,0,""
0,28508.9,0,""
0,28555.7,0,""
0,28718.7,0,""
0,28770.6,0,""
0,28838.7,0,""
0,28948.7,0,""
0,29094.4,0,""
0,29093.7,0,""
0,29167.9,0,""
0,29257.6,0,""
0,29300.9,0,""
0,29377.2,0,""
0,29443.4,0,""
0,29530.2,0,""
0,29580.7,0,""
0,29655.4,0,""
0,29707.2,0,""
0,29765.9,0,""
0,29779.1,0,""
0,29836.4,0,""
0,29885.5,0,""
0,29939.1,0,""
0,29961.8,0,""
0,30006.7,0,""
0,30038.7,0,""
0,30053.8,0,""
0,30097.2,0,""
