packet_index,latency_ms,err_code,err_msg
0,2690.0,0,""
0,2848.5,0,""
0,3032.8,0,""
0,3315.9,0,""
0,4077.2,0,""
0,4375.9,0,""
0,4865.4,0,""
0,5176.1,0,""
0,5446.4,0,""
0,5892.0,0,""
0,6163.7,0,""
0,6468.1,0,""
0,6915.5,0,""
0,7216.6,0,""
0,7653.0,0,""
0,7936.9,0,""
0,8096.4,0,""
0,8325.1,0,""
0,8601.9,0,""
0,8789.0,0,""
0,9018.3,0,""
0,9124.9,0,""
0,9367.0,0,""
0,9580.4,0,""
0,9719.1,0,""
0,9814.0,0,""
0,10072.0,0,""
0,10289.6,0,""
0,10491.8,0,""
0,10619.2,0,""
0,10729.1,0,""
0,10847.3,0,""
0,10957.5,0,""
0,11054.8,0,""
0,11144.5,0,""
0,11236.3,0,""
0,11308.2,0,""
0,11376.9,0,""
0,11422.8,0,""
0,11495.0,0,""
0,11578.2,0,""
0,11614.2,0,""
0,11648.0,0,""
0,11690.3,0,""
0,11713.8,0,""
0,11763.7,0,""
0,11786.9,0,""
0,11823.7,0,""
0,11856.0,0,""
0,11910.3,0,""
