packet_index,latency_ms,err_code,err_msg
0,8750.0,10130,"系统繁忙，请稍后重试"
0,8880.0,10130,"系统繁忙，请稍后重试"
0,9012.8,10130,"系统繁忙，请稍后重试"
0,9124.3,10130,"系统繁忙，请稍后重试"
0,9168.7,10130,"系统繁忙，请稍后重试"
0,9321.9,10130,"系统繁忙，请稍后重试"
0,9389.4,10130,"系统繁忙，请稍后重试"
0,9519.6,10130,"系统繁忙，请稍后重试"
0,9592.6,10130,"系统繁忙，请稍后重试"
0,9644.3,10130,"系统繁忙，请稍后重试"
0,9714.1,10130,"系统繁忙，请稍后重试"
0,9897.3,10130,"系统繁忙，请稍后重试"
0,10086.5,10130,"系统繁忙，请稍后重试"
0,10122.4,10130,"系统繁忙，请稍后重试"
0,10160.6,10130,"系统繁忙，请稍后重试"
0,10241.6,10130,"系统繁忙，请稍后重试"
0,10769.4,10130,"系统繁忙，请稍后重试"
0,10773.0,10130,"系统繁忙，请稍后重试"
0,10777.9,10130,"系统繁忙，请稍后重试"
0,10815.0,10130,"系统繁忙，请稍后重试"
0,10841.3,10130,"系统繁忙，请稍后重试"
0,10859.1,10130,"系统繁忙，请稍后重试"
0,10877.7,10130,"系统繁忙，请稍后重试"
0,10920.0,10130,"系统繁忙，请稍后重试"
0,11000.2,10130,"系统繁忙，请稍后重试"
0,10993.2,10130,"系统繁忙，请稍后重试"
0,11002.9,10130,"系统繁忙，请稍后重试"
0,11060.5,10130,"系统繁忙，请稍后重试"
0,11065.0,10130,"系统繁忙，请稍后重试"
0,11069.0,10130,"系统繁忙，请稍后重试"
0,11079.9,10130,"系统繁忙，请稍后重试"
0,11083.2,10130,"系统繁忙，请稍后重试"
0,11129.6,10130,"系统繁忙，请稍后重试"
0,11292.4,10130,"系统繁忙，请稍后重试"
0,11368.5,0,""
0,11526.7,10130,"系统繁忙，请稍后重试"
0,11571.7,10130,"系统繁忙，请稍后重试"
0,11626.1,10130,"系统繁忙，请稍后重试"
0,11624.1,10130,"系统繁忙，请稍后重试"
0,11684.9,10130,"系统繁忙，请稍后重试"
0,11687.6,10130,"系统繁忙，请稍后重试"
0,11694.2,10130,"系统繁忙，请稍后重试"
0,11724.0,10130,"系统繁忙，请稍后重试"
0,11791.0,10130,"系统繁忙，请稍后重试"
0,11865.6,10130,"系统繁忙，请稍后重试"
0,11897.8,10130,"系统繁忙，请稍后重试"
0,11943.3,10130,"系统繁忙，请稍后重试"
0,11973.9,10130,"系统繁忙，请稍后重试"
0,12064.5,10130,"系统繁忙，请稍后重试"
0,12108.7,10130,"系统繁忙，请稍后重试"
0,12145.0,10130,"系统繁忙，请稍后重试"
0,13365.2,0,""
0,15352.8,0,""
0,16977.8,0,""
0,18379.6,0,""
0,20072.9,0,""
0,22135.0,0,""
0,23266.5,0,""
0,24826.3,0,""
0,26401.5,0,""
0,28015.2,0,""
0,29401.0,0,""
0,30716.7,0,""
0,32001.9,0,""
0,33426.1,0,""
0,34762.3,0,""
0,35880.7,0,""
0,37321.8,0,""
0,38560.2,0,""
0,40086.1,0,""
0,41268.9,0,""
0,42712.1,0,""
0,44122.1,0,""
0,45531.8,0,""
0,46789.2,0,""
0,48837.3,0,""
0,49967.6,0,""
0,51072.2,0,""
0,52458.6,0,""
0,53713.6,0,""
0,55146.4,0,""
0,56311.7,0,""
0,57398.7,0,""
0,58435.1,0,""
0,59617.2,0,""
0,60000.3,-2,"Post \"http://127.0.0.1:10008/third/transaction/receive_stress\": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
0,60000.3,-2,"Post \"http://127.0.0.1:10008/third/transaction/receive_stress\": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
0,60000.1,-2,"Post \"http://127.0.0.1:10008/third/transaction/receive_stress\": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
0,60000.1,-2,"Post \"http://127.0.0.1:10008/third/transaction/receive_stress\": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
0,60000.1,-2,"Post \"http://127.0.0.1:10008/third/transaction/receive_stress\": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
0,60000.5,-2,"Post \"http://127.0.0.1:10008/third/transaction/receive_stress\": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
0,60000.1,-2,"Post \"http://127.0.0.1:10008/third/transaction/receive_stress\": context deadline exceeded (Client.Timeout exceeded while awaiting headers)"
