packet_index,latency_ms,err_code,err_msg
0,3076.5,0,""
0,3408.1,0,""
0,3960.6,0,""
0,5166.0,0,""
0,5631.0,0,""
0,5642.9,0,""
0,6048.2,0,""
0,6592.1,0,""
0,6803.2,0,""
0,7445.1,0,""
0,7821.2,0,""
0,8107.3,0,""
0,8327.7,0,""
0,8703.9,0,""
0,9101.8,0,""
0,9193.3,0,""
0,9646.9,0,""
0,9818.5,0,""
0,9910.1,0,""
0,10894.0,0,""
0,11264.0,0,""
0,11713.2,0,""
0,11743.0,0,""
0,12088.7,0,""
0,12411.9,0,""
0,12898.4,0,""
0,13485.4,0,""
0,13574.8,0,""
0,13725.9,0,""
0,14626.0,0,""
0,14785.0,0,""
0,15218.0,0,""
0,15473.6,0,""
0,15699.3,0,""
0,15815.0,0,""
0,15900.9,0,""
0,16073.1,0,""
0,16260.3,0,""
0,16536.6,0,""
0,16716.3,0,""
0,16966.4,0,""
0,17212.2,0,""
0,17354.9,0,""
0,17448.4,0,""
0,17723.1,0,""
0,17866.3,0,""
0,18207.0,0,""
0,18849.0,0,""
0,19211.9,0,""
0,19417.2,0,""
0,19621.0,0,""
0,19655.8,0,""
0,19942.4,0,""
0,20028.8,0,""
0,20101.1,0,""
0,20227.8,0,""
0,20478.9,0,""
0,20681.3,0,""
0,20958.8,0,""
0,21148.5,0,""
0,21294.2,0,""
0,21519.0,0,""
0,21707.5,0,""
0,21876.8,0,""
0,21983.0,0,""
0,22135.6,0,""
0,22183.9,0,""
0,22217.0,0,""
0,22503.2,0,""
0,22653.7,0,""
0,22782.7,0,""
0,22868.8,0,""
0,22983.8,0,""
0,23051.4,0,""
0,23215.8,0,""
0,23343.2,0,""
0,23449.7,0,""
0,23571.1,0,""
0,23663.6,0,""
0,23755.9,0,""
0,23827.5,0,""
0,23923.4,0,""
0,24032.4,0,""
0,24063.2,0,""
0,24155.4,0,""
0,24191.5,0,""
0,24304.2,0,""
0,24361.3,0,""
0,24452.7,0,""
0,24485.6,0,""
0,24605.4,0,""
0,24674.3,0,""
0,24741.8,0,""
0,24793.9,0,""
0,24877.1,0,""
0,24901.7,0,""
0,24933.5,0,""
0,24981.4,0,""
0,24991.7,0,""
0,25026.7,0,""
